turn,comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,story_hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating,model
102,,,70.0,100.0,100.0,3:51,1,,100.0,70.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106818,4,,,,,,5d715617d108ffd691f2e214223ef87d,,0,41.775.954.723.358.100,27.534.016.370.773.300,12802,2022-10-16 09:51:21,93.84615384615384,Maskito v0.3.0b_RAW
102,,,60.0,100.0,100.0,2:14,0,,100.0,60.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,1. gute Umformulierung,1. Beim FCH hatte es in den letzten Monaten bereits mehrere Corona-Fälle gegeben,-1,-1,,,,,106831,4,,,,,,3ab7174dadf65401ec9a318550225a9d,,0,29.087.514.877.319.300,2.082.485.842.704.770,12802,2022-10-16 09:53:37,93.07692307692308,Maskito v0.3.0b_RAW
102,,,50.0,100.0,50.0,26:25,1,,75.0,70.0,60.0,100.0,100.0,,,70.0,50,100.0,,100.0,100.0,,viele Umstellungen,-1,sehr fehlerhafte Sätze,Input: Der FC Barcelona liegt acht Zähler zurück und hat Deportivo Alavés zu Gast.  Output: Der FC Barcelona hat Deportivo und ist acht Punkte zurück. Alavés gastiert,,,,,106650,1,,,,,,4976118e73545a5a9131a5d54dbc1ae7,,0,14.201.964.473.724.300,9.027.423.334.121.700,70828,2022-10-16 09:59:43,78.84615384615384,Maskito v0.3.0_HYBRID
102,,,50.0,75.0,100.0,18:26,0,,75.0,50.0,70.0,100.0,100.0,,,50.0,50,100.0,,100.0,100.0,,-1,-1,1. falscher Numerus2. impliziter Fehler3. impliziter Fehler,1. Die hochdekorierten US-Jazz-Künstler Chick Corea sind tot.; 2. Das Regelwerk des Jazz sei durch fünf Jahrzehnte umgeschrieben worden&comma; hieß es weiter. ; 3. Corea beschrieb in einem BBC-Interview zuletzt den Komponisten&comma; Innovator und Pianisten,,,,,106638,1,,,,,,142b30536b90482782b50e141ac289e6,,4,10.951.283.144.950.800,61.026.034.355.163.500,12802,2022-10-16 10:12:05,78.46153846153847,Maskito v0.3.0_HYBRID
102,,,80.0,100.0,100.0,6:33,0,,100.0,80.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106722,2,,,,,,2f65401b1988cd8809642a75a8ee154b,,0,13.784.915.924.072.200,6.902.833.700.180.050,12802,2022-10-16 10:18:39,96.15384615384616,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,75.0,24:54,1,,75.0,70.0,80.0,75.0,100.0,,,80.0,100,90.0,,100.0,100.0,,-1,-1,Fehler bei Zitieren,Input: &quot;Alles in allem ist uns damit ein rundum stimmiges Gesamtpaket zum Erhalt der deutschen Luftverkehrsinfrastruktur gelungen. Output: Ein rundum stimmiges Gesamtpaket zum Erhalt der deutschen Luftverkehrsinfrastruktur ist uns damit gelungen.&quot;Alles in allem ist uns damit ein rundum stimmiges Gesamtpaket zum Erhalt der deutschen Luftverkehrsinfrastruktur gelungen.&quot;,,,,,106758,3,,,,,,a66bf539a85fc84e05c3b42b255bf3f1,,0,3.500.707.769.393.920,20.423.800.706.863.400,70828,2022-10-16 10:24:38,85.0,Maskito v0.3.0_RAW
102,,,60.0,100.0,75.0,8:26,1,,100.0,70.0,80.0,100.0,100.0,,,100.0,75,100.0,,100.0,100.0,,viele Umstellungen,-1,impliziter Fact Check Fehler,Input: Die Urteile sind noch nicht rechtskräftig.  Output: Das Urteil ist nicht rechtskräftig,,,,,106818,4,,,,,,5d715617d108ffd691f2e214223ef87d,,0,41.775.954.723.358.100,27.534.016.370.773.300,70828,2022-10-16 10:33:05,89.23076923076923,Maskito v0.3.0b_RAW
102,,,40.0,100.0,75.0,16:20,1,,100.0,60.0,80.0,100.0,100.0,,,60.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Satzstellung2. G&R Präposition3. G&R Trennung in zwei Sätze4. G&R und Ausdruck,1.  Die Hessen am Freitag teilten mit 2. Pezzaiuoli wechselt in den indischen Erstliga-Club. 3. Pezzaiuoli wechselt in den indischen Erstliga-Club. Bengaluru/ FC und wollte daher seinen gültigen Vertrag mit Frankfurt sofort auflösen. 4. leistete sich Sportvorstand Fredi Bobic &quot;großes Engagement&quot; und einen Beitrag&comma; ,,,,,106654,1,,,,,,07d8004f0070c48df26a17381fce5394,,0,25.269.838.333.129.800,1.455.682.897.567.740,50504,2022-10-16 12:24:54,85.76923076923077,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,100.0,1:3,1,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,geringe SU,-1,,,,,106782,4,,,,,,71a3d9587f6e2aabbe7ffdace47c562e,,0,3.311.150.598.526.000,2.490.591.311.454.770,50504,2022-10-16 12:25:58,93.07692307692308,Maskito v0.3.0b_RAW
102,,,80.0,100.0,100.0,1:28,1,,100.0,40.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Tempus,1. In mindestens neun Bundesländern sind bereits Menschen gegen das Coronavirus geimpft worden&comma; die noch gar nicht an der Reihe sind. ,,,,,106729,2,,,,,,f1fd9e354432878841923204d5706dfc,,0,32.628.028.869.628.900,1.752.192.974.090.570,50504,2022-10-16 12:27:28,92.3076923076923,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,50.0,4:4,1,,75.0,40.0,80.0,100.0,100.0,,,70.0,75,100.0,,,100.0,,-1,-1,1. Ausdruck vom / des2. G&R Genus3. G&R4. G&R Präp. &comma; Ausdruck&comma; IFC&comma; IA&comma; LKH,1. Für den Impfstoff vom Tübinger Hersteller Curevac 2. Dies teilte das EMA 3. und es auch keinen Antrag auf Zulassung in der EU gestellt wurde 4.  EU-Gesundheitskommissarin Stella Kyriakides begrüßte neue Berichte am Freitag,,,,,106747,3,,,,,,e696b41c52e38dfbe9c8b596cd71ca18,,0,5.232.189.226.150.510,3.687.927.722.930.900,50504,2022-10-16 12:31:34,79.16666666666667,Maskito v0.3.0_RAW
102,,,50.0,100.0,75.0,2:47,0,,75.0,50.0,90.0,100.0,100.0,,,70.0,100,100.0,,,100.0,,-1,-1,1. G&R &quot;dem österreichischen Tirol&quot;2. Audruck&comma; LKH3. G&R Genus,1.Kontrollen an den Grenzen zu Tschechien und österreichischem Tirol 2. Die Regelungen&comma; die es bereits für Einreisen aus anderen sogenannten Virusmutationsgebieten wie Portugal oder Großbritannien gibt&comma; würden sich im Großen und Ganzen wohl orientieren&comma; hieß es. 3. ein negatives Coronatest vorzuweisen. ,,,,,106780,3,,,,,,1a9477a1a56a459c47c604d4e4979299,,0,47.323.529.958.724.900,36.189.650.535.583.400,50504,2022-10-16 12:34:30,84.16666666666667,Maskito v0.3.0_RAW
102,,,60.0,100.0,50.0,2:42,0,,75.0,40.0,80.0,100.0,100.0,,,80.0,75,100.0,,100.0,100.0,,-1,-1,1. Ausdruck&comma; LKH&comma; IFC&comma; IA2. Doppelte AFZ und nicht hinter dem Punkt3. Ausdruck &quot;haben sich das...&quot;,1. Die Stützung von Flughäfen hat nach Angaben des Verkehrsministers Andreas Scheuer (CSU) vom Bund ein umfassendes Maßnahmenpaket geschnürt. 3. haben sich Finanz- und Verkehrsministerium auf das Maßnahmenpaket am Donnerstag geeinigt.  2. gelungen &quot;&quot;,,,,,106658,1,,,,,,6706f469429de0745513e3090c63be73,,0,26.456.546.545.028.600,11.418.845.891.952.500,50504,2022-10-16 12:37:14,81.53846153846153,Maskito v0.3.0_HYBRID
102,,,80.0,100.0,100.0,1:51,0,,100.0,60.0,90.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Zeichensetzung2. G&R Tempus,1. Deutsche Olympische&comma; Sportbund  2. sagt DOSB-Präsident Alfons Hörmann am Freitag,,,,,106696,2,,,,,,357237b91de40b3b3a336b06dfb61d0c,,0,29.451.919.555.664.000,12.293.765.306.472.700,50504,2022-10-16 12:39:07,93.07692307692308,Maskito v0.3.0b_HYBRID
102,,,90.0,100.0,75.0,1:54,0,,100.0,60.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Plural2. Ausdruck &quot;ebenfalls&quot;,1. das Vorgehen für die Impfzentrum 2. die dann ebenfalls schnell verfügbar sein müssen,,,,,106829,4,,,,,,b648408c6d4b33f140826be36d428c79,,0,5.208.663.463.592.520,3.609.343.385.696.410,50504,2022-10-16 12:41:07,92.6923076923077,Maskito v0.3.0b_RAW
102,,,100.0,100.0,100.0,16:28,0,,100.0,50.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106671,1,,,,,,1285b4dcbd95964732a21f9912cabd5e,,0,20.697.139.263.153.000,9.929.795.265.197.750,50504,2022-10-16 12:57:37,96.15384615384616,Maskito v0.3.0_HYBRID
102,,,80.0,100.0,75.0,1:2,0,,100.0,40.0,90.0,100.0,100.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,1. Ausdruck&comma; IFC&comma; IA,1.  kehrt zurück,,,,,106757,3,,,,,,65614eb66ab28fd371a74085e9472f4d,,0,17.324.068.784.713.700,1.073.808.765.411.370,50504,2022-10-16 12:58:40,89.23076923076923,Maskito v0.3.0_RAW
102,,,70.0,100.0,100.0,1:43,0,,100.0,50.0,100.0,100.0,100.0,,,70.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Doppelpunkt und Tempus und falsches AFZ,1.  sagt Keller:  &quot;,,,,,106716,2,,,,,,b8a1cf1e6d6515e32cf8565373576284,,0,23.584.069.967.269.800,10.202.398.777.008.000,50504,2022-10-16 13:00:25,91.53846153846153,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,100.0,2:19,0,,100.0,40.0,80.0,75.0,100.0,,,80.0,100,90.0,,100.0,100.0,,-1,-1,1. G&R Komma fehlt2. Zitation Satzstellung,1. sind wir bereit&quot; so Peskow weiter. 2. verhängen sollte&comma; &quot;die ein Risiko für unsere Wirtschaft darstellen (...)&comma; dann ja&quot;,,,,,106813,4,,,,,,0b359d455686332303d8c325b266a022,,0,63.072.749.376.297,4.110.985.207.557.670,50504,2022-10-16 13:02:45,87.3076923076923,Maskito v0.3.0b_RAW
102,,,90.0,100.0,100.0,0:46,0,,100.0,50.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106774,3,,,,,,b5a31ec4d0c6dc1f53975211dd1322d5,,0,20.798.672.914.505.000,1.352.697.467.803.950,50504,2022-10-16 13:03:33,95.38461538461539,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,0:47,0,,100.0,40.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Genus,1. Kaufland ruft den &quot;Zimbo Leberwurst fein&quot; zurück,,,,,106657,1,,,,,,3033c2f6ef43af8156aff648f64f2d1f,,0,14.396.709.203.720.000,6.180.679.798.126.220,50504,2022-10-16 13:04:26,92.3076923076923,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,100.0,14:34,0,,100.0,50.0,90.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Komma und Punkt,1. Pezzaiuoli wechselt zu dem indischen Erstliga-Club. Bengaluru&comma; FC,,,,,106704,2,,,,,,e60d50edc4d2b37e6e23b2176f6b0d9f,,0,2.063.421.392.440.790,10.134.274.244.308.400,50504,2022-10-16 14:08:04,91.53846153846153,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,75.0,2:44,0,,100.0,50.0,90.0,100.0,75.0,,,80.0,75,100.0,,100.0,100.0,,-1,-1,1. Ausdruck &quot;mit den Darstellern&quot;&comma; IFC&comma; IA2. G&R unvollständiger Satz ohne SPO und generell Vollständigkeit,1.  in denen sich die Darsteller wie im Foyer austauschen könnten 2. Theaterautor. – 1956. ,,,,,106791,4,,,,,,c2bbb8e1f6e353d44d239e89a18259c0,,0,6.941.009.259.223.930,5.127.790.331.840.510,50504,2022-10-16 14:10:56,85.0,Maskito v0.3.0b_RAW
102,,,70.0,100.0,50.0,1:45,0,,100.0,60.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck2. Ausdruck Satzstellung3. G&R Tempus,1.  Brady hat in der Geschichte der NFL mehr Titel gewonnen als jede Mannschaft in der National Football League. 2. Chiefs-Quarterback Patrick Mahomes war zuvor drei Tage nach dem verlorenen Endspiel an seinem Zeh operiert worden. 3.  In den Playoffs klagt der 25-Jährige bereits über Beschwerden. ,,,,,106814,4,,,,,,4a60efeb3b05ffbed1c3a32486f200e1,,0,3.789.692.425.727.840,2.639.401.865.005.490,50504,2022-10-16 14:12:42,89.23076923076923,Maskito v0.3.0b_RAW
102,,,70.0,100.0,100.0,14:34,0,,100.0,50.0,90.0,100.0,100.0,,,70.0,100,90.0,,100.0,100.0,,-1,-1,1. G&R Zeichensetzung2. G&R Zeichensetzung (gleicher Fehler wie oben)3. G&R Präp,1. weltweit&quot; erklärte Keller. 2. Hansi Flick&quot; erklärte Bierhoff. 3. bei UANL Tigres aus Mexiko gewonnen. ,,,,,106766,3,,,,,,fbc48ab7aeea6d17f531e5e99f35fb1c,,0,408.912.832.736.969,23.394.179.105.758.600,50504,2022-10-16 14:27:17,90.0,Maskito v0.3.0_RAW
102,,,70.0,100.0,75.0,1:55,0,,100.0,50.0,90.0,100.0,100.0,,,50.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R2. Ausdruck,1.  Einige afrikanische Regionen haben ganze Dörfer auf Geld für die im Ausland Arbeitenden angewiesen. 2.  Rückzug von Asylsuchenden  ,,,,,106659,1,,,,,,7b2983c5dbca0ee463dd770b04b42485,,0,4.290.257.430.076.590,22.885.510.444.641.100,50504,2022-10-16 14:29:13,87.3076923076923,Maskito v0.3.0_HYBRID
102,,,40.0,100.0,75.0,3:11,0,,100.0,50.0,90.0,100.0,100.0,,,40.0,100,90.0,,100.0,100.0,,-1,-1,1. G&R Tempus und Zeichensetzung + Ausdruck &quot;immerhin&quot;2. G&R Tempus und Zitation,1. haben&quot;&comma; sagt Gisdol: &quot; Sicher ausfallen wird neben den nicht fitten Langzeitverletzten Florian Kainz und Sebastian Andersson immerhin Innenverteidiger Sebastiaan Bornauw wegen Rückenproblemen. 2. sagt Sportdirektor Horst Heldt: Der im Kader stehende Drexler hätte in Mönchengladbach nicht eingesetzt werden dürfen&comma; gestand Gisdol,,,,,106693,2,,,,,,f6bb519a7be6f88523c25dff6d305c9d,,0,25.133.825.302.124.000,14.486.359.357.833.800,50504,2022-10-16 14:32:34,83.46153846153847,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,100.0,1:43,0,,100.0,50.0,90.0,100.0,100.0,,,60.0,100,100.0,,,100.0,,-1,-1,1. G&R Präp.2. G&R Satzzeichen3. G&R Genus,1.  Tennis-Spektakel mit dem Australier Nick Kyrgios 2. Stunden; Am Sonntag 3. Am Sonntag trifft er im Achtelfinale auf das an Nummer 18 gesetzte Bulgaren Grigor Dimitrow. ,,,,,106642,1,,,,,,de114b2b0d9a3469664eddd812a29a91,,0,18.926.214.694.976.800,11.121.052.742.004.300,50504,2022-10-16 14:34:18,88.33333333333333,Maskito v0.3.0_HYBRID
102,,,80.0,100.0,100.0,1:3,0,,100.0,40.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,,,-1,-1,1. G&R Modus indirekte Rede &quot;gehe&quot;,1. geht die Bundesregierung mit solchen Maßnahmen aber &quot;sehr zurückhaltend und abwägend&quot; um,,,,,106732,3,,,,,,317b4ea87cb7ef215145994e9d124372,,0,33.941.633.224.487.300,2.551.986.527.442.930,50504,2022-10-16 14:35:43,91.66666666666667,Maskito v0.3.0_RAW
102,,,50.0,100.0,100.0,4:28,0,,100.0,50.0,90.0,100.0,100.0,,,60.0,100,90.0,,,100.0,,-1,-1,1. verfremdete Zitation + Satzzeichen G&R2. Satzzeichen G&R3. G&R Genus,1. Ein rundum stimmiges Gesamtpaket zum Erhalt der deutschen Luftverkehrsinfrastruktur ist uns damit gelungen. &quot; 2. Die Pandemie habe gezeigt&comma; 3. wie die Deutschen Presse-Agentur,,,,,106808,4,,,,,,8016887a56a07d8d209fa92e87ad36ee,,0,3.259.985.613.822.930,18.442.494.869.232.100,50504,2022-10-16 14:40:13,86.66666666666667,Maskito v0.3.0b_RAW
102,,,80.0,100.0,75.0,1:21,0,,100.0,50.0,90.0,100.0,100.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,1. Ausdruck&comma; IFC&comma; IA,1. Die Ablehnung einer bevorzugten Impfung unter den befragten Männern war für Kicker höher (78 Prozent) als für Frauen (71 Prozent). ,,,,,106724,2,,,,,,4a07f2d684edc7d19fa8ad6b42325378,,0,16.108.463.525.772.000,825.546.932.220.459,50504,2022-10-16 14:41:55,90.0,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,50.0,6:11,0,,100.0,50.0,80.0,100.0,100.0,,,100.0,100,100.0,,,100.0,,-1,-1,1. G&R Genus2. Ausdruck Niveau3. Ausdruck,1. Das Deutsche Olympische Sportbund 2. detailliert über das Niveau der Olympia-Vorbereitungen 3. Für die Sommerspiele stehen derzeit 226 Athleten qualifiziert.  ,,,,,106646,1,,,,,,0d26868552e7ac29269ec535a72a5941,,0,3.431.642.389.297.480,16.877.607.345.581.000,50504,2022-10-16 14:48:07,87.5,Maskito v0.3.0_HYBRID
102,,,90.0,100.0,100.0,1:24,0,,100.0,60.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Präp,1. Darüber gebe es auch Gespräche im Bundesgesundheitsministerium. ,,,,,106771,3,,,,,,817e8b858eef1ab55918b284a8a85adb,,0,28.839.663.982.391.300,19.252.119.064.331.000,50504,2022-10-16 14:49:32,94.61538461538461,Maskito v0.3.0_RAW
102,,,70.0,100.0,50.0,6:16,0,,100.0,50.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck2. Audruck &quot;wenn&quot;3. G&R Satzzeichen,1. widersprochen worden. 2. Außenminister nun&comma; dass Europa erneut Sanktionen verhängen werde 3.  sperren; ,,,,,106713,2,,,,,,8179f463434e201811af7759f3b18e42,,0,4.209.118.294.715.880,21.101.475.477.218.600,50504,2022-10-16 14:56:11,88.46153846153847,Maskito v0.3.0b_HYBRID
102,,,90.0,100.0,100.0,1:14,0,,100.0,40.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. Zeichensetzung G&R,1. zu klären.&quot;&quot;,,,,,106783,4,,,,,,8f10407cf087c6e96d5cbaf47a396d12,,0,670.786.554.813.385,4.947.136.640.548.700,50504,2022-10-16 14:57:26,93.84615384615384,Maskito v0.3.0b_RAW
102,,,100.0,100.0,100.0,0:33,0,,100.0,60.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106721,2,,,,,,47d6994865b929fd7174999124371383,,0,20.028.969.287.872.300,9.012.312.889.099.120,50504,2022-10-16 14:58:00,96.92307692307692,Maskito v0.3.0b_HYBRID
102,,,90.0,100.0,75.0,1:21,0,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck,1. Weiterführen will er seine Regierungsgeschäfte. ,,,,,106634,1,,,,,,3984fe399684f5feda8fdf430eeab47a,,0,15.644.182.205.200.100,7.316.742.420.196.530,50504,2022-10-16 14:59:23,92.6923076923077,Maskito v0.3.0_HYBRID
102,,,90.0,100.0,75.0,0:57,0,,100.0,40.0,90.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck,1. zurückgebracht,,,,,106807,4,,,,,,93503534df63579c4f325cdb0e4cf693,,0,17.580.604.553.222.600,1.095.774.507.522.580,50504,2022-10-16 15:00:32,91.92307692307692,Maskito v0.3.0b_RAW
102,,,60.0,100.0,50.0,4:18,0,,100.0,50.0,90.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck2. G&R Hilfsverb 3. G&R4. Ausdruck5. Ausdruck,1. muss ein 30-Jähriger 2. Die beiden Verfahren waren zum Schutz der Opfer weitestgehend unter Ausschluss der Öffentlichkeit geführt und getrennt 3. Beide jetzt verurteilten 4. standen die Taten 5. eines älteren Mannes,,,,,106768,3,,,,,,5effbfd1e635a2d97fef56293f1ed173,,0,4.116.959.857.940.670,2.693.857.479.095.450,50504,2022-10-16 15:39:31,86.92307692307692,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,11:32,0,,100.0,50.0,90.0,100.0,100.0,,,60.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R 2. G&R Tempus Vorzeitigkeit3. G&R,1. dass es der Verdacht gebe 2. die vorher in U-Haft waren 3. und deutscher Sicherheitsbehörden ,,,,,106819,4,,,,,,b5ac498ae7179726352d8cd082619aca,,0,6.421.911.001.205.440,4.303.944.253.921.500,50504,2022-10-16 15:51:04,90.76923076923077,Maskito v0.3.0b_RAW
102,,,80.0,100.0,75.0,38:20,0,,100.0,60.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Präp. &quot;beim&quot; und Ausdruck &quot;sich melden&quot;,1. Im Fußball-Zweitligisten 1. FC Heidenheim hat sich ein weiterer Profi positiv auf Corona gemeldet. ,,,,,106681,1,,,,,,7f5d0a455e8da52b29d3d85bc1e3162d,,0,22.730.353.832.244.800,13.374.791.622.161.800,50504,2022-10-16 17:22:07,91.92307692307692,Maskito v0.3.0_HYBRID
102,,,90.0,100.0,75.0,0:48,0,,100.0,50.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck Satzstellung,1. Weiterführen will er seine Regierungsgeschäfte. ,,,,,106684,2,,,,,,332f93bfe37037e1882bd3a810b6ab3b,,0,14.081.263.542.175.200,578.844.690.322.876,50504,2022-10-16 17:23:04,93.46153846153847,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,75.0,3:19,0,,100.0,50.0,90.0,100.0,100.0,,,60.0,75,100.0,,100.0,100.0,,-1,-1,1. Ausdruck Satzstellung&comma; IFC2. G&R3. G&R Kasus,1. Das steinzeitliche Monument Stonehenge in Wales könnte nach neuen Forschungen jahrhundertelang gestanden haben.  2.  Radius des Grabens in Stonehenge 3. der leitende Archäologe der Untersuchung. ,,,,,106756,3,,,,,,6dfcbd7dfded42fa78305cd2d5233e40,,0,7.396.816.492.080.680,4.729.291.129.112.240,50504,2022-10-16 17:27:27,85.38461538461539,Maskito v0.3.0_RAW
102,,,90.0,100.0,75.0,2:12,0,,75.0,40.0,100.0,100.0,75.0,,,100.0,1,100.0,,100.0,100.0,,-1,-1,1. Ausdruck&comma; Vollständigkeit&comma; LKH,1. Beide Kreise liegen am Sonnenaufgang zur Kreise,,,,,106706,2,,,,,,a0befba0ad5758868faa2d9a7afa81ce,,0,5.421.176.218.986.510,29.109.903.812.408.400,50504,2022-10-16 17:29:41,81.23076923076923,Maskito v0.3.0b_HYBRID
102,,,80.0,100.0,100.0,1:33,0,,100.0,50.0,90.0,100.0,100.0,,,80.0,100,90.0,,100.0,100.0,,-1,-1,1. G&R Satzzeichen,1.  er starb. – 1956. ,,,,,106641,1,,,,,,4c8f18eb351787ba6c4b62e1be3f89ae,,0,4.713.810.586.929.320,3.033.623.695.373.530,50504,2022-10-16 17:31:16,91.53846153846153,Maskito v0.3.0_HYBRID
102,,,100.0,100.0,100.0,1:1,0,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106797,4,,,,,,d1b63b4c156ce76194d3967d7f8a1645,,0,521.252.977.848.053,3.664.953.851.699.820,50504,2022-10-16 17:32:18,95.38461538461539,Maskito v0.3.0b_RAW
102,,,60.0,100.0,75.0,2:33,0,,100.0,50.0,90.0,100.0,100.0,,,50.0,75,100.0,,100.0,,,-1,-1,1. Ausdruck &quot;ankündigen&quot;2. G&R Satzzeichen3. G&R Satzzeichen4. G&R und Modus,1. kündigte Geschäftsführer Markus Gisdol am Freitag an. 2. abgehakt&quot;&comma; sagte Sportchef Horst Heldt&comma; &quot;Er hat eine  3. Leistungsprinzip.&quot;&quot;  4. Der im Kader stehende Drexler habe er in Mönchengladbach nicht eingesetzt&comma; gestand Gisdol,,,,,106743,3,,,,,,38e1a6392dafd22e70008d0a39a485cd,,0,4.483.604.097.366.330,3.318.545.579.910.270,50504,2022-10-16 17:34:52,83.33333333333333,Maskito v0.3.0_RAW
102,,,,,,0:4,0,,,,,,,,,,1,,,,,,-1,-1,-1,-1,,,,,106818,4,,,,,,5d715617d108ffd691f2e214223ef87d,,0,41.775.954.723.358.100,27.534.016.370.773.300,50504,2022-10-16 17:34:58,1.0,Maskito v0.3.0b_RAW
102,,,70.0,100.0,75.0,28:53,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,viele Umstellungen,-1,Ausdruck Fehler,In Deutschland müsse es bewusster gemacht werden&comma; dass hinter den Rückkehrenden jeweils ein abgelehnter Asylantrag&comma; aber auch ein Lebensschicksal stecke. ,,,,,106809,4,,,,,,0b90349fec8764add4810f76178d58f9,,0,5.855.746.006.965.630,39.851.309.299.468.900,70828,2022-10-16 18:54:39,92.6923076923077,Maskito v0.3.0b_RAW
102,,,50.0,100.0,75.0,21:47,1,,75.0,70.0,80.0,75.0,100.0,,,80.0,75,80.0,,100.0,100.0,,-1,-1,doppeltes Zitat,Input: &quot;Wir wollen in erster Linie&comma; dass die Leute Spaß haben. Die&comma; die mehr darin sehen wollen&comma; sehen mehr darin.&quot;  Output: Die Leute wollen in erster Linie Spaß haben&comma; die&comma; die mehr darin sehen wollen&comma; sehen mehr darin.&quot;Wir wollen in erster Linie&comma; dass die Leute Spaß haben. Die&comma; die mehr darin sehen wollen&comma; sehen mehr darin.&quot; ,,,,,106778,3,,,,,,1c6ce89d7cd13b78116c90d6cd591bb0,,0,3.338.939.142.227.170,21.849.135.637.283.300,70828,2022-10-16 19:16:27,81.53846153846153,Maskito v0.3.0_RAW
102,,,70.0,100.0,75.0,4:39,1,,100.0,60.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,ein sprachlicher Fehler,Sie dauert vor Ostern. ,,,,,106705,2,,,,,,1bade23c2a680c36bce74db0d5fd3018,,0,13.879.390.239.715.500,4.610.785.722.732.540,70828,2022-10-16 19:21:08,91.92307692307692,Maskito v0.3.0b_HYBRID
